"","ppntid","trialid","probA","probB","probC","payoffA","payoffB","payoffC","optionchosen","propchosen","isInteresting"
"104","1",6,0.34,0.22,0.38,26,16,15,"C",0.5,TRUE
"105","1",7,0.24,0.12,0.72,29,30,18,"C",0.45,TRUE
"106","1",8,0.091,0.67,0.019,19,10,16,"C",0,TRUE
"107","1",10,0.0076,0.77,0.7,11,16,30,"C",0.6,TRUE
"108","1",12,0.96,0.43,0.24,15,21,14,"C",0,TRUE
"109","1",15,0.28,0.69,0.15,21,14,17,"C",0.05,TRUE
"110","1",17,0.76,0.036,0.0045,16,27,22,"C",0,TRUE
"111","1",18,0.79,0.43,0.64,15,12,28,"C",0.55,TRUE
"112","1",20,0.019,0.33,0.99,21,26,19,"C",0.45,TRUE
"113","1",29,0.23,0.11,0.47,22,20,13,"C",0.2,TRUE
"114","1",30,0.23,0.64,0.064,24,20,22,"C",0,TRUE
"115","1",32,0.46,0.44,0.63,19,18,16,"C",0.25,TRUE
"116","1",37,0.4,0.85,0.45,22,21,30,"C",0.55,TRUE
"117","1",38,0.61,0.18,0.87,23,11,11,"C",0.4,TRUE
"118","1",39,0.62,0.37,0.12,17,29,14,"C",0,TRUE
"119","1",43,0.11,0.77,0.14,23,18,29,"C",0.6,TRUE
"120","1",50,0.71,0.22,0.83,17,28,15,"C",0.3,TRUE
