modelLabel,cond,position,pA,pB,pD,vA,vB,vD,PayoffMean,ChoicesMadeCount,MaxEV,CorrectEV,LossEV,Achoices,Bchoices,Dchoices,HequalCount,EVtableCount,uBinsHist0,uBinsHist1,uBinsHist2,uBinsHist3,uBinsHist4,uBinsHist5,uBinsHist6,uBinsHist7,uBinsHist8,uBinsHist9,uBinsHist10,uBinsHist11,uBinsHist12,uBinsHist13,uBinsHist14,uBinsHist15,uBinsHist16,uBinsHist17,uBinsHist18,uBinsHist19,uBinsHist20,uBinsHist21,uBinsHist22,uBinsHist23,uBinsHist24,uBinsHist25,uBinsHist26,uBinsHist27,uBinsHist28,uBinsHist29,uBinsHist30,uBinsHist31,uBinsHist32,uBinsHist33,uBinsHist34,uBinsHist35,uBinsHist36,uBinsHist37,uBinsHist38,uBinsHist39,uBinsHist40,uBinsHist41,uBinsHist42,uBinsHist43,uBinsHist44,uBinsHist45,uBinsHist46,uBinsHist47,uBinsHist48,uBinsHist49,uBinsHist50,uBinsHist51,uBinsHist52,uBinsHist53,uBinsHist54,uBinsHist55,uBinsHist56,uBinsHist57,uBinsHist58,uBinsHist59,uBinsHist60,uBinsHist61,uBinsHist62,uBinsHist63,uBinsHist64,uBinsHist65,uBinsHist66,uBinsHist67,uBinsHist68,uBinsHist69,uBinsHist70,uBinsHist71,uBinsHist72,uBinsHist73,uBinsHist74,uBinsHist75,uBinsHist76,uBinsHist77,uBinsHist78,uBinsHist79
model1.1,X,fixExp,0.525519,0.500000,0.476845,95.144119,100.000000,104.855881,50.000000,776031,50.000000,216,0.000000,216,134794,641021,0,13.686893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2328093
model1.1,X,fixExp,0.526316,0.500000,0.476190,95.000000,100.000000,105.000000,50.000000,775934,50.000000,209,0.000000,209,134600,641125,0,13.687736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2327802
model1.1,X,fixPay,0.500000,0.500000,0.500000,100.000000,100.000000,100.000000,50.000000,9,50.000000,3,0.000000,3,3,3,0,6.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
model1.1,X,fixPay,0.492647,0.500000,0.507353,100.000000,100.000000,100.000000,49.852943,5,50.735294,2,1.470589,3,0,2,0,9.800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
model1.1,X,fixPay,0.485294,0.500000,0.514706,100.000000,100.000000,100.000000,50.735958,2092,51.470589,1514,2.658763,467,111,1514,0,10.822659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6276
model1.1,X,fixPay,0.477941,0.500000,0.522059,100.000000,100.000000,100.000000,50.984074,2051,52.205883,1431,4.041746,516,104,1431,0,10.813254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6153
model1.1,X,fixPay,0.470588,0.500000,0.529412,100.000000,100.000000,100.000000,51.341988,2047,52.941177,1436,5.357658,502,109,1436,0,10.809473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6141
model1.1,X,fixPay,0.463235,0.500000,0.536765,100.000000,100.000000,100.000000,51.599812,2105,53.676468,1452,6.694217,536,117,1452,0,10.790022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6315
model1.1,X,fixPay,0.455882,0.500000,0.544118,100.000000,100.000000,100.000000,52.090912,2072,54.411762,1467,7.948466,485,120,1467,0,10.802116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6216
model1.1,X,fixPay,0.448529,0.500000,0.551471,100.000000,100.000000,100.000000,52.527565,2071,55.147057,1490,9.337356,473,108,1490,0,10.827618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6213
