"","ppntid","trialid","probA","probB","probC","payoffA","payoffB","payoffC","optionchosen","propchosen","isInteresting"
"55","1",20,0.89,0.94,0.8,22,18,29,"B",0.2,TRUE
"56","1",22,0.72,0.56,0.58,17,29,10,"B",0.2,TRUE
"57","1",23,0.73,0.56,0.87,25,15,12,"B",0.1,TRUE
"58","1",28,0.89,0.91,0.98,30,22,11,"B",0.3,TRUE
"59","1",29,0.2,0.17,0.54,26,19,13,"B",0,TRUE
"60","1",31,0.3,0.77,0.22,28,18,18,"B",0.45,TRUE
"61","1",37,0.036,0.79,0.89,26,22,14,"B",0.5,TRUE
"62","1",38,0.62,0.92,0.89,29,15,17,"B",0.4,TRUE
"63","1",39,0.62,0.2,0.89,29,29,14,"B",0.05,TRUE
"64","1",48,0.68,0.11,0.45,25,11,30,"B",0.05,TRUE
"65","0",1,0.49,0.74,0.89,29,15,11,"C",0.05,TRUE
"66","0",7,0.68,0.75,0.31,27,11,19,"C",0,TRUE
"67","0",8,0.19,0.38,0.57,20,13,13,"C",0.9,TRUE
"68","0",9,0.047,0.074,0.83,16,21,13,"C",0.9,TRUE
"69","0",13,0.13,0.59,0.89,26,22,19,"C",0.9,TRUE
"70","0",14,0.036,0.11,0.36,25,22,20,"C",0.8,TRUE
"71","0",20,0.89,0.94,0.8,22,18,29,"C",0.6,TRUE
"72","0",22,0.72,0.56,0.58,17,29,10,"C",0,TRUE
"73","0",23,0.73,0.56,0.87,25,15,12,"C",0,TRUE
"74","0",28,0.89,0.91,0.98,30,22,11,"C",0,TRUE
"75","0",29,0.2,0.17,0.54,26,19,13,"C",0.6,TRUE
"76","0",31,0.3,0.77,0.22,28,18,18,"C",0,TRUE
"77","0",37,0.036,0.79,0.89,26,22,14,"C",0.25,TRUE
"78","0",38,0.62,0.92,0.89,29,15,17,"C",0.05,TRUE
"79","0",39,0.62,0.2,0.89,29,29,14,"C",0.05,TRUE
"80","0",48,0.68,0.11,0.45,25,11,30,"C",0.15,TRUE
"81","1",1,0.49,0.74,0.89,29,15,11,"C",0.2,TRUE
"82","1",7,0.68,0.75,0.31,27,11,19,"C",0.05,TRUE
"83","1",8,0.19,0.38,0.57,20,13,13,"C",0.65,TRUE
"84","1",9,0.047,0.074,0.83,16,21,13,"C",0.4,TRUE
"85","1",13,0.13,0.59,0.89,26,22,19,"C",0.55,TRUE
"86","1",14,0.036,0.11,0.36,25,22,20,"C",0.55,TRUE
"87","1",20,0.89,0.94,0.8,22,18,29,"C",0.15,TRUE
"88","1",22,0.72,0.56,0.58,17,29,10,"C",0,TRUE
"89","1",23,0.73,0.56,0.87,25,15,12,"C",0.15,TRUE
"90","1",28,0.89,0.91,0.98,30,22,11,"C",0.2,TRUE
"91","1",29,0.2,0.17,0.54,26,19,13,"C",0.2,TRUE
"92","1",31,0.3,0.77,0.22,28,18,18,"C",0,TRUE
"93","1",37,0.036,0.79,0.89,26,22,14,"C",0.45,TRUE
"94","1",38,0.62,0.92,0.89,29,15,17,"C",0.4,TRUE
"95","1",39,0.62,0.2,0.89,29,29,14,"C",0.3,TRUE
"96","1",48,0.68,0.11,0.45,25,11,30,"C",0.45,TRUE
