"","ppntid","trialid","probA","probB","probC","payoffA","payoffB","payoffC","optionchosen","propchosen","isInteresting"
"32","1",50,0.64,0.78,0.2,29,26,26,"A",0.65,TRUE
"33","0",1,0.12,0.41,0.47,12,29,16,"B",0.8,TRUE
"34","0",6,0.43,0.87,0.25,22,17,15,"B",0.9,TRUE
"35","0",7,0.91,0.78,0.16,16,24,14,"B",0.85,TRUE
"36","0",8,0.43,0.35,0.41,12,10,19,"B",0.05,TRUE
"37","0",12,0.37,0.0043,0.17,14,22,26,"B",0,TRUE
"38","0",17,1,0.23,0.48,12,27,19,"B",0,TRUE
"39","0",18,0.43,0.71,0.41,20,10,25,"B",0.3,TRUE
"40","0",19,0.43,0.3,0.39,13,10,19,"B",0,TRUE
"41","0",25,0.93,0.14,0.31,12,11,16,"B",0,TRUE
"42","0",33,0.91,0.4,0.17,14,23,19,"B",0.35,TRUE
"43","0",36,0.98,0.29,0.61,14,17,19,"B",0,TRUE
"44","0",43,0.041,0.2,0.09,22,16,27,"B",0.5,TRUE
"45","0",44,0.25,0.47,0.26,21,18,26,"B",0.7,TRUE
"46","0",45,0.22,0.63,0.13,16,12,21,"B",0.85,TRUE
"47","0",49,0.88,0.93,0.55,25,19,28,"B",0,TRUE
"48","0",50,0.64,0.78,0.2,29,26,26,"B",0.7,TRUE
"49","1",1,0.12,0.41,0.47,12,29,16,"B",0.3,TRUE
"50","1",6,0.43,0.87,0.25,22,17,15,"B",0.7,TRUE
"51","1",7,0.91,0.78,0.16,16,24,14,"B",0.35,TRUE
"52","1",8,0.43,0.35,0.41,12,10,19,"B",0,TRUE
"53","1",12,0.37,0.0043,0.17,14,22,26,"B",0,TRUE
"54","1",17,1,0.23,0.48,12,27,19,"B",0,TRUE
"55","1",18,0.43,0.71,0.41,20,10,25,"B",0.35,TRUE
"56","1",19,0.43,0.3,0.39,13,10,19,"B",0,TRUE
"57","1",25,0.93,0.14,0.31,12,11,16,"B",0,TRUE
"58","1",33,0.91,0.4,0.17,14,23,19,"B",0.65,TRUE
"59","1",36,0.98,0.29,0.61,14,17,19,"B",0,TRUE
"60","1",43,0.041,0.2,0.09,22,16,27,"B",0.2,TRUE
"61","1",44,0.25,0.47,0.26,21,18,26,"B",0.15,TRUE
"62","1",45,0.22,0.63,0.13,16,12,21,"B",0.6,TRUE
"63","1",49,0.88,0.93,0.55,25,19,28,"B",0.25,TRUE
"64","1",50,0.64,0.78,0.2,29,26,26,"B",0.35,TRUE
"65","0",1,0.12,0.41,0.47,12,29,16,"C",0.2,TRUE
"66","0",6,0.43,0.87,0.25,22,17,15,"C",0,TRUE
"67","0",7,0.91,0.78,0.16,16,24,14,"C",0,TRUE
"68","0",8,0.43,0.35,0.41,12,10,19,"C",0.5,TRUE
"69","0",12,0.37,0.0043,0.17,14,22,26,"C",0.35,TRUE
"70","0",17,1,0.23,0.48,12,27,19,"C",0.1,TRUE
"71","0",18,0.43,0.71,0.41,20,10,25,"C",0.4,TRUE
"72","0",19,0.43,0.3,0.39,13,10,19,"C",0.6,TRUE
"73","0",25,0.93,0.14,0.31,12,11,16,"C",0,TRUE
"74","0",33,0.91,0.4,0.17,14,23,19,"C",0,TRUE
"75","0",36,0.98,0.29,0.61,14,17,19,"C",0.3,TRUE
"76","0",43,0.041,0.2,0.09,22,16,27,"C",0.45,TRUE
"77","0",44,0.25,0.47,0.26,21,18,26,"C",0.3,TRUE
"78","0",45,0.22,0.63,0.13,16,12,21,"C",0,TRUE
"79","0",49,0.88,0.93,0.55,25,19,28,"C",0.1,TRUE
"80","0",50,0.64,0.78,0.2,29,26,26,"C",0,TRUE
"81","1",1,0.12,0.41,0.47,12,29,16,"C",0.7,TRUE
"82","1",6,0.43,0.87,0.25,22,17,15,"C",0,TRUE
"83","1",7,0.91,0.78,0.16,16,24,14,"C",0,TRUE
"84","1",8,0.43,0.35,0.41,12,10,19,"C",0.3,TRUE
"85","1",12,0.37,0.0043,0.17,14,22,26,"C",0.6,TRUE
"86","1",17,1,0.23,0.48,12,27,19,"C",0.45,TRUE
"87","1",18,0.43,0.71,0.41,20,10,25,"C",0.15,TRUE
"88","1",19,0.43,0.3,0.39,13,10,19,"C",0.15,TRUE
"89","1",25,0.93,0.14,0.31,12,11,16,"C",0.4,TRUE
"90","1",33,0.91,0.4,0.17,14,23,19,"C",0,TRUE
"91","1",36,0.98,0.29,0.61,14,17,19,"C",0.65,TRUE
"92","1",43,0.041,0.2,0.09,22,16,27,"C",0.8,TRUE
"93","1",44,0.25,0.47,0.26,21,18,26,"C",0.85,TRUE
"94","1",45,0.22,0.63,0.13,16,12,21,"C",0,TRUE
"95","1",49,0.88,0.93,0.55,25,19,28,"C",0.2,TRUE
"96","1",50,0.64,0.78,0.2,29,26,26,"C",0,TRUE
