modelLabel,cond,position,pA,pB,pD,vA,vB,vD,PayoffMean,ChoicesMadeCount,MaxEV,CorrectEV,LossEV,Achoices,Bchoices,Dchoices,HequalCount,EVtableCount,uBinsHist0,uBinsHist1,uBinsHist2,uBinsHist3,uBinsHist4,uBinsHist5,uBinsHist6,uBinsHist7,uBinsHist8,uBinsHist9,uBinsHist10,uBinsHist11,uBinsHist12,uBinsHist13,uBinsHist14,uBinsHist15,uBinsHist16,uBinsHist17,uBinsHist18,uBinsHist19,uBinsHist20,uBinsHist21,uBinsHist22,uBinsHist23,uBinsHist24,uBinsHist25,uBinsHist26,uBinsHist27,uBinsHist28,uBinsHist29,uBinsHist30,uBinsHist31,uBinsHist32,uBinsHist33,uBinsHist34,uBinsHist35,uBinsHist36,uBinsHist37,uBinsHist38,uBinsHist39,uBinsHist40,uBinsHist41,uBinsHist42,uBinsHist43,uBinsHist44,uBinsHist45,uBinsHist46,uBinsHist47,uBinsHist48,uBinsHist49,uBinsHist50,uBinsHist51,uBinsHist52,uBinsHist53,uBinsHist54,uBinsHist55,uBinsHist56,uBinsHist57,uBinsHist58,uBinsHist59,uBinsHist60,uBinsHist61,uBinsHist62,uBinsHist63,uBinsHist64,uBinsHist65,uBinsHist66,uBinsHist67,uBinsHist68,uBinsHist69,uBinsHist70,uBinsHist71,uBinsHist72,uBinsHist73,uBinsHist74,uBinsHist75,uBinsHist76,uBinsHist77,uBinsHist78,uBinsHist79
model1.1,X,horesrace,0.552996,0.841288,0.030482,98.313057,104.866348,104.939140,86.514473,1000000,88.222794,950069,33.856022,49931,950069,0,0,52627.796875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,30,80,285,832,2067,5011,11125,22655,42270,72108,109963,147100,169264,164194,128830,77518,34190,10349,1912,185,13,0,0,0,0,0,0,0,0,0,2000000
model1.1,X,horesrace,0.826713,0.363475,0.723884,88.088783,105.390099,103.341225,71.318443,1000000,74.807053,50194,3.651549,903877,45929,50194,0,5154592.500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000
model1.1,X,horesrace,0.832634,0.975879,0.720650,104.846382,102.761459,99.589226,99.012817,1000000,100.282791,905857,13.519135,90905,905857,3238,0,4660847.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000
model1.1,X,horesrace,0.953201,0.112640,0.158534,103.596642,95.778183,103.109924,98.748398,999992,98.748398,999992,0.000000,999992,0,0,0,98469.648438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4583,653906,341503,989714,10278,999992
model1.1,X,horesrace,0.765041,0.673457,0.884055,101.952362,97.418114,104.549347,91.562546,1000000,92.427406,945851,15.196333,50799,3350,945851,0,4640400.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000
model1.1,X,horesrace,0.190247,0.792806,0.061866,106.872627,97.583755,102.751747,77.364975,1000000,77.364975,1000000,0.000000,0,1000000,0,0,227935.531250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,240,2504,19607,102735,309027,403397,153356,9084,25,0,0,0,1000000,1000000
model1.1,X,horesrace,0.804379,0.760205,0.982007,105.497185,101.710167,102.454147,99.047600,1000000,100.610657,904398,16.127222,90901,4701,904398,0,2017564.125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000
model1.1,X,horesrace,0.824331,0.923339,0.164590,92.268295,100.088516,96.126411,91.553581,1000000,92.415581,949854,16.355919,50146,949854,0,0,2479763.750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999632,368,2000000
model1.1,X,horesrace,0.590699,0.608105,0.036242,97.609436,97.026184,88.710312,58.870975,1000000,59.002060,950287,1.344307,49713,950287,0,0,58972.546875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,28,94,281,723,1963,4555,10302,21091,39897,69031,107268,145488,169564,167047,131528,81439,36270,11114,2074,218,10,0,0,0,0,0,0,0,0,0,2000000
model1.1,X,horesrace,0.046226,0.471185,0.670040,103.132866,96.001022,94.360069,62.322250,1000000,63.225040,949956,17.990768,0,50044,949956,0,199106.109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,60,314,1288,4989,16721,48544,113492,206847,266547,220349,99510,20052,1264,11,0,0,0,0,0,0,2000000
